# Tiempo Datos
8.044444444444444342e-03 5.216507926097440490e-02
8.088888888888888518e-03 -7.395629963913132876e-01
8.133333333333334428e-03 1.543014595406735801e+00
8.177777777777778603e-03 -1.292856909723448577e+00
8.222222222222222779e-03 2.670508693491829288e-01
8.266666666666666954e-03 -3.928281822749560281e-02
8.311111111111111130e-03 -1.168093497741197417e+00
8.355555555555555305e-03 5.232766605317537012e-01
8.400000000000001216e-03 -1.715463312222481052e-01
8.444444444444445391e-03 7.717905512136673529e-01
8.488888888888889567e-03 8.235041539637314445e-01
8.533333333333333742e-03 2.163235949280689852e+00
8.577777777777777918e-03 1.336527949436391971e+00
8.622222222222222093e-03 -3.691818379424435803e-01
8.666666666666666269e-03 -2.393791775759263885e-01
8.711111111111112179e-03 1.099659595887113150e+00
8.755555555555556355e-03 6.552637307225978036e-01
8.800000000000000530e-03 6.401315260975920518e-01
8.844444444444444706e-03 -1.616956044310834395e+00
8.888888888888888881e-03 -2.432612439893563558e-02
8.933333333333333057e-03 -7.380309092056887010e-01
8.977777777777778967e-03 2.799245990432382425e-01
9.022222222222223142e-03 -9.815038964295794144e-02
9.066666666666667318e-03 9.101789080925919428e-01
9.111111111111111494e-03 3.172182151913020554e-01
9.155555555555555669e-03 7.863279621089761529e-01
9.199999999999999845e-03 -4.664190967359430617e-01
9.244444444444444020e-03 -9.444462559182503769e-01
9.288888888888889930e-03 -4.100496932025484709e-01
9.333333333333334106e-03 -1.702041386144059407e-02
9.377777777777778281e-03 3.791517355550818036e-01
9.422222222222222457e-03 2.259308950690852136e+00
9.466666666666666632e-03 -4.225715166064269307e-02
9.511111111111110808e-03 -9.559450004927769751e-01
9.555555555555556718e-03 -3.459817756993864291e-01
9.600000000000000894e-03 -4.635959746460941999e-01
9.644444444444445069e-03 4.814814737734621763e-01
9.688888888888889245e-03 -1.540797014444624802e+00
9.733333333333333420e-03 6.326199420033171150e-02
9.777777777777777596e-03 1.565065379653755862e-01
9.822222222222223506e-03 2.321810362002757755e-01
9.866666666666667682e-03 -5.973160689653627120e-01
9.911111111111111857e-03 -2.379217297360070038e-01
9.955555555555556033e-03 -1.424060908982531570e+00
1.000000000000000021e-02 -4.933198833621940671e-01
1.004444444444444438e-02 -5.428614760167177478e-01
1.008888888888888856e-02 4.160500462614254991e-01
1.013333333333333447e-02 -1.156182431821912715e+00
1.017777777777777864e-02 7.811981017099933755e-01
1.022222222222222282e-02 1.494484544491368805e+00
1.026666666666666700e-02 -2.069985025013532542e+00
1.031111111111111117e-02 4.262587307781009471e-01
1.035555555555555535e-02 6.769080350302455473e-01
1.040000000000000126e-02 -6.374370255522290307e-01
1.044444444444444543e-02 -3.972718143287976567e-01
1.048888888888888961e-02 -1.328805775869556227e-01
1.053333333333333378e-02 -2.977908794017283256e-01
1.057777777777777796e-02 -3.090129690471222212e-01
1.062222222222222213e-02 -1.676003806329976697e+00
1.066666666666666805e-02 1.152331564783120044e+00
1.071111111111111222e-02 1.079618592036821090e+00
1.075555555555555640e-02 -8.133642592042028552e-01
1.080000000000000057e-02 -1.466424327802513972e+00
1.084444444444444475e-02 5.210648764527585630e-01
1.088888888888888892e-02 -5.757879698130661250e-01
1.093333333333333310e-02 1.419531633207796739e-01
1.097777777777777901e-02 -3.193284171450951892e-01
1.102222222222222318e-02 6.915387510701865859e-01
1.106666666666666736e-02 6.947491436560059297e-01
1.111111111111111154e-02 -7.255973784635842971e-01
1.115555555555555571e-02 -1.383363955395055411e+00
1.119999999999999989e-02 -1.582938397335081904e+00
1.124444444444444580e-02 6.103793791072051889e-01
1.128888888888888997e-02 -1.188859257784028900e+00
1.133333333333333415e-02 -5.068163542986875436e-01
1.137777777777777832e-02 -5.963140384505081215e-01
1.142222222222222250e-02 -5.256729626954628753e-02
1.146666666666666667e-02 -1.936279805846506941e+00
1.151111111111111085e-02 1.887785967938285514e-01
1.155555555555555676e-02 5.238910238342056047e-01
1.160000000000000094e-02 8.842208704466140989e-02
1.164444444444444511e-02 -3.108861716984717138e-01
1.168888888888888929e-02 9.740016626878340855e-02
1.173333333333333346e-02 3.990463456401301956e-01
1.177777777777777764e-02 -2.772592756426650151e+00
1.182222222222222355e-02 1.955912308250694176e+00
1.186666666666666772e-02 3.900933226879264581e-01
1.191111111111111190e-02 -6.524085823870200418e-01
1.195555555555555607e-02 -3.909533751876010932e-01
1.200000000000000025e-02 4.937417773491884487e-01
1.204444444444444443e-02 -1.161039390343665267e-01
1.208888888888888860e-02 -2.030684467781494362e+00
1.213333333333333451e-02 2.064492861359319420e+00
1.217777777777777869e-02 -1.105406572324726111e-01
1.222222222222222286e-02 1.020172711715799707e+00
1.226666666666666704e-02 -6.920498477843911589e-01
1.231111111111111121e-02 1.536377054245797735e+00
1.235555555555555539e-02 2.863436888922795687e-01
1.240000000000000130e-02 6.088438344754507625e-01
1.244444444444444547e-02 -1.045253366146954743e+00
1.248888888888888965e-02 1.211145289682700854e+00
1.253333333333333383e-02 6.898181645347883917e-01
1.257777777777777800e-02 1.301846229564998403e+00
1.262222222222222218e-02 -6.280875596415789186e-01
1.266666666666666809e-02 -4.810271184607877171e-01
1.271111111111111226e-02 2.303916697683941806e+00
1.275555555555555644e-02 -1.060015822721547263e+00
1.280000000000000061e-02 -1.359497006783208228e-01
1.284444444444444479e-02 1.136891362602695299e+00
1.288888888888888896e-02 9.772496771485560119e-02
1.293333333333333314e-02 5.829536797532935966e-01
1.297777777777777905e-02 -3.994490292628751771e-01
1.302222222222222323e-02 3.700558878475187496e-01
1.306666666666666740e-02 -1.306526851735316574e+00
1.311111111111111158e-02 1.658130679618188053e+00
1.315555555555555575e-02 -1.181640451285697613e-01
1.319999999999999993e-02 -6.801782039968503613e-01
1.324444444444444584e-02 6.663830820319143200e-01
1.328888888888889001e-02 -4.607197873885532924e-01
1.333333333333333419e-02 -1.334258471402753443e+00
1.337777777777777836e-02 -1.346717505797555336e+00
1.342222222222222254e-02 6.937731526901325108e-01
1.346666666666666672e-02 -1.595734381462668994e-01
1.351111111111111263e-02 -1.337015596684391627e-01
1.355555555555555680e-02 1.077743805976262736e+00
1.360000000000000098e-02 -1.126825808756743541e+00
1.364444444444444515e-02 -7.306777528648248365e-01
1.368888888888888933e-02 -3.848798091812754563e-01
1.373333333333333350e-02 9.435158931707400554e-02
1.377777777777777768e-02 -4.217145129057893460e-02
1.382222222222222359e-02 -2.868871923899076193e-01
1.386666666666666776e-02 -6.162640209564740346e-02
1.391111111111111194e-02 -1.073052762911746866e-01
1.395555555555555612e-02 -7.196043885517928729e-01
1.400000000000000029e-02 -8.129929885540773116e-01
1.404444444444444447e-02 2.745163577239395081e-01
1.408888888888889038e-02 -8.909150829955279072e-01
1.413333333333333455e-02 -1.157355259190853580e+00
1.417777777777777873e-02 -3.122922511256933098e-01
1.422222222222222290e-02 -1.576670161638158985e-01
1.426666666666666708e-02 2.256723497298209313e+00
1.431111111111111125e-02 -7.047002758562337377e-01
1.435555555555555543e-02 9.432607249694947571e-01
1.440000000000000134e-02 7.471883342046318210e-01
1.444444444444444552e-02 -1.188944955203736109e+00
1.448888888888888969e-02 7.732529774025996838e-01
1.453333333333333387e-02 -1.183880640193317735e+00
1.457777777777777804e-02 -2.659172237996740851e+00
1.462222222222222222e-02 6.063195243593807460e-01
1.466666666666666813e-02 -1.755890583437719421e+00
1.471111111111111230e-02 4.509344618059148435e-01
1.475555555555555648e-02 -6.840108977372165722e-01
1.480000000000000066e-02 1.659550796189872113e+00
1.484444444444444483e-02 1.068509399316009079e+00
1.488888888888888901e-02 -4.533858038513876587e-01
1.493333333333333318e-02 -6.878376110286823497e-01
1.497777777777777909e-02 -1.214077403094120600e+00
1.502222222222222327e-02 -4.409226322925913766e-01
1.506666666666666744e-02 -2.803554951845090848e-01
1.511111111111111162e-02 -3.646935443916853870e-01
1.515555555555555579e-02 1.567038552723639677e-01
1.519999999999999997e-02 5.785214977288783977e-01
1.524444444444444588e-02 3.496544569931739899e-01
1.528888888888889006e-02 -7.641439239064430344e-01
1.533333333333333423e-02 -1.437791473801578457e+00
1.537777777777777841e-02 1.364531848102471301e+00
1.542222222222222258e-02 -6.894491845499376437e-01
1.546666666666666676e-02 -6.522935999350191194e-01
1.551111111111111267e-02 -5.211893123011108742e-01
1.555555555555555684e-02 -1.843069550156648528e+00
1.560000000000000102e-02 -4.779740040404866774e-01
1.564444444444444693e-02 -4.796558140079476562e-01
1.568888888888889110e-02 6.203582983435125264e-01
1.573333333333333528e-02 6.984571491073360283e-01
1.577777777777777946e-02 3.770889086269340121e-03
1.582222222222222363e-02 9.318483741143036569e-01
1.586666666666666781e-02 3.399649838012619996e-01
1.591111111111111198e-02 -1.568211160255476855e-02
1.595555555555555616e-02 1.609281682982229844e-01
1.600000000000000033e-02 -1.906534935813993525e-01
1.604444444444444451e-02 -3.948495140334503106e-01
1.608888888888888868e-02 -2.677335368939664506e-01
1.613333333333333286e-02 -1.128011331470006873e+00
1.617777777777777704e-02 2.804417053162959750e-01
1.622222222222222468e-02 -9.931236109295806802e-01
1.626666666666666886e-02 8.416312640736364203e-01
1.631111111111111303e-02 -2.494585801609488507e-01
1.635555555555555721e-02 4.949498165009073858e-02
1.640000000000000138e-02 4.938367762809563466e-01
1.644444444444444556e-02 6.433144650629278871e-01
1.648888888888888973e-02 -1.570623408633452733e+00
1.653333333333333391e-02 -2.069036761639717337e-01
1.657777777777777808e-02 8.801789120807822497e-01
1.662222222222222226e-02 -1.698105819432254471e+00
1.666666666666666644e-02 3.872804753950633838e-01
1.671111111111111061e-02 -2.255564229402189369e+00
1.675555555555555479e-02 -1.022506843635603513e+00
1.680000000000000243e-02 3.863055184018809873e-02
1.684444444444444661e-02 -1.656715102321953736e+00
1.688888888888889078e-02 -9.855107376841506506e-01
1.693333333333333496e-02 -1.471835007463586864e+00
1.697777777777777913e-02 1.648134932207559578e+00
1.702222222222222331e-02 1.642277554873339540e-01
1.706666666666666748e-02 5.672902778526693890e-01
1.711111111111111166e-02 -2.226751005151544893e-01
1.715555555555555584e-02 -3.534317487571990712e-01
1.720000000000000001e-02 -1.616474188651032540e+00
1.724444444444444419e-02 -2.918373627478628163e-01
1.728888888888888836e-02 -7.614922118116232985e-01
1.733333333333333254e-02 8.579239242923363262e-01
1.737777777777778018e-02 1.141101866657573405e+00
1.742222222222222436e-02 1.466578715574177627e+00
1.746666666666666853e-02 8.525519394612319779e-01
1.751111111111111271e-02 -5.986539369229860741e-01
1.755555555555555688e-02 -1.115896985960394439e+00
1.760000000000000106e-02 7.666631816450860670e-01
1.764444444444444524e-02 3.562928174722889141e-01
1.768888888888888941e-02 -1.768538450677030749e+00
1.773333333333333359e-02 3.554817927437690650e-01
1.777777777777777776e-02 8.145198224878663629e-01
1.782222222222222194e-02 5.892558918162996151e-02
1.786666666666666611e-02 -1.850536710093415305e-01
1.791111111111111029e-02 -8.076484876163556592e-01
1.795555555555555793e-02 -1.446534699563387871e+00
1.800000000000000211e-02 8.002979493400275146e-01
1.804444444444444628e-02 -3.091144447717087962e-01
1.808888888888889046e-02 -2.334666615436927217e-01
1.813333333333333464e-02 1.732721186919133238e+00
1.817777777777777881e-02 6.845011068591904113e-01
1.822222222222222299e-02 3.708250012811020735e-01
1.826666666666666716e-02 1.420618051872356569e-01
1.831111111111111134e-02 1.519994860765772726e+00
1.835555555555555551e-02 1.719589307416194535e+00
1.839999999999999969e-02 9.295051114795280789e-01
1.844444444444444386e-02 5.822245913979242626e-01
1.848888888888888804e-02 -2.094603071206144751e+00
1.853333333333333569e-02 1.237219142335065775e-01
1.857777777777777986e-02 -1.301069541937039942e-01
1.862222222222222404e-02 9.395322938556871506e-02
1.866666666666666821e-02 9.430460873225178231e-01
1.871111111111111239e-02 -2.739677167189556339e+00
1.875555555555555656e-02 -5.693120534701850977e-01
1.880000000000000074e-02 2.699043549407613707e-01
1.884444444444444491e-02 -4.668455460527625167e-01
1.888888888888888909e-02 -1.416906113126259470e+00
1.893333333333333326e-02 8.689634868967953674e-01
1.897777777777777744e-02 2.768719058461280302e-01
1.902222222222222162e-02 -9.711045704444846161e-01
1.906666666666666926e-02 3.148172045158237897e-01
1.911111111111111344e-02 8.215857120497958022e-01
1.915555555555555761e-02 5.292646299360853623e-03
1.920000000000000179e-02 8.005648034309967853e-01
1.924444444444444596e-02 7.826017516166135224e-02
1.928888888888889014e-02 -3.952289826543543549e-01
1.933333333333333431e-02 -1.159420516399912948e+00
1.937777777777777849e-02 -8.593076697161272648e-02
1.942222222222222267e-02 1.942929380457716626e-01
1.946666666666666684e-02 8.758327615873309213e-01
1.951111111111111102e-02 -1.151074684872267218e-01
1.955555555555555519e-02 4.574156062209908113e-01
1.959999999999999937e-02 -9.646120137337284017e-01
1.964444444444444701e-02 -7.826291558275251248e-01
1.968888888888889119e-02 -1.103892990268877522e-01
1.973333333333333536e-02 -1.054628463985013864e+00
1.977777777777777954e-02 8.202478373246812060e-01
1.982222222222222371e-02 4.631303293186070924e-01
1.986666666666666789e-02 2.790957643924534270e-01
1.991111111111111207e-02 3.389041252159445405e-01
1.995555555555555624e-02 2.021043561484797468e+00
2.000000000000000042e-02 -4.688641879667956314e-01
2.004444444444444459e-02 -2.201441285500557843e+00
2.008888888888888877e-02 1.993001968964651927e-01
2.013333333333333294e-02 -5.060354096166589516e-02
2.017777777777777712e-02 -5.175190425104032599e-01
2.022222222222222476e-02 -9.788298593587698715e-01
2.026666666666666894e-02 -4.391895218021479308e-01
2.031111111111111311e-02 1.813384292178212842e-01
2.035555555555555729e-02 -5.028167006425382501e-01
2.040000000000000147e-02 2.412453679543748564e+00
2.044444444444444564e-02 -9.605043816331479967e-01
2.048888888888888982e-02 -7.931173627076716359e-01
2.053333333333333399e-02 -2.288620040014528456e+00
2.057777777777777817e-02 2.514844150215370111e-01
2.062222222222222234e-02 -2.016406627799760098e+00
2.066666666666666652e-02 -5.394546333745013911e-01
2.071111111111111069e-02 -2.756705345605569568e-01
2.075555555555555487e-02 -7.097279658468882424e-01
2.080000000000000251e-02 1.738872677454510907e+00
2.084444444444444669e-02 9.943943913154988934e-01
2.088888888888889087e-02 1.319136876301575612e+00
2.093333333333333504e-02 -8.824188185499185488e-01
2.097777777777777922e-02 1.128594064514568451e+00
2.102222222222222339e-02 4.960009463439621902e-01
2.106666666666666757e-02 7.714059486768455320e-01
2.111111111111111174e-02 1.029438828782767157e+00
2.115555555555555592e-02 -9.087632459590531120e-01
2.120000000000000009e-02 -4.243176209779014885e-01
2.124444444444444427e-02 8.625960113284510955e-01
2.128888888888888845e-02 -2.655619092974932816e+00
2.133333333333333609e-02 1.513328082573205169e+00
2.137777777777778027e-02 5.531320642075839844e-01
2.142222222222222444e-02 -4.570396066023485471e-02
2.146666666666666862e-02 2.205076557571732931e-01
2.151111111111111279e-02 -1.029935283308976546e+00
2.155555555555555697e-02 -3.499433645891047440e-01
2.160000000000000114e-02 1.100284338220373748e+00
2.164444444444444532e-02 1.298021972326221185e+00
2.168888888888888949e-02 2.696224052563579665e+00
2.173333333333333367e-02 -7.392466628041513554e-02
2.177777777777777785e-02 -6.585529668050037477e-01
2.182222222222222202e-02 -5.142339659399888241e-01
2.186666666666666620e-02 -1.018041875287364784e+00
2.191111111111111384e-02 -7.785475594085075612e-02
2.195555555555555802e-02 3.827324300122681433e-01
2.200000000000000219e-02 -3.424228053195386978e-02
2.204444444444444637e-02 1.096346845665798542e+00
2.208888888888889054e-02 -2.342158013445365394e-01
2.213333333333333472e-02 -3.474506524985632727e-01
2.217777777777777889e-02 -5.812684768603252339e-01
2.222222222222222307e-02 -1.632634526234495231e+00
2.226666666666666725e-02 -1.567767724308454014e+00
2.231111111111111142e-02 -1.179157930637687812e+00
2.235555555555555560e-02 1.301428071664760822e+00
2.239999999999999977e-02 8.952602728899299311e-01
2.244444444444444395e-02 1.374964066392989848e+00
2.248888888888889159e-02 -1.332211654594501749e+00
2.253333333333333577e-02 -1.968624689786020232e+00
2.257777777777777994e-02 -6.600563201340828856e-01
2.262222222222222412e-02 1.758189532960280077e-01
2.266666666666666829e-02 4.986902749098274801e-01
2.271111111111111247e-02 1.047972155968052821e+00
2.275555555555555665e-02 2.842796708072146128e-01
2.280000000000000082e-02 1.742668780655631133e+00
2.284444444444444500e-02 -2.226056809483204779e-01
2.288888888888888917e-02 -9.130792180417963699e-01
2.293333333333333335e-02 -1.681218215494433510e+00
2.297777777777777752e-02 -8.889713580954499150e-01
2.302222222222222170e-02 2.421179609851230041e-01
2.306666666666666934e-02 -8.887202573536308048e-01
2.311111111111111352e-02 9.367424635352571416e-01
2.315555555555555770e-02 1.412327706037443065e+00
2.320000000000000187e-02 -2.369586905226602980e+00
2.324444444444444605e-02 8.640523004976479182e-01
2.328888888888889022e-02 -2.239604058661736730e+00
2.333333333333333440e-02 4.014990550902874933e-01
2.337777777777777857e-02 1.224870564193659694e+00
2.342222222222222275e-02 6.485610634357617810e-02
2.346666666666666692e-02 -1.279689173204239472e+00
2.351111111111111110e-02 -5.854312042777726210e-01
2.355555555555555527e-02 -2.616454457109007037e-01
2.359999999999999945e-02 -1.822447837899429379e-01
2.364444444444444710e-02 -2.028968407666670581e-01
2.368888888888889127e-02 -1.098827793093137967e-01
2.373333333333333545e-02 2.134800489101688903e-01
2.377777777777777962e-02 -1.208573653733221231e+00
2.382222222222222380e-02 -2.420198298702194994e-01
2.386666666666666797e-02 1.518261170355705403e+00
2.391111111111111215e-02 -3.846454231425177617e-01
2.395555555555555632e-02 -4.438360931551977862e-01
2.400000000000000050e-02 1.078197303714237831e+00
2.404444444444444468e-02 -2.559184666344096470e+00
2.408888888888888885e-02 1.181378601288285868e+00
2.413333333333333303e-02 -6.319037580051672931e-01
2.417777777777777720e-02 1.639285724525866295e-01
2.422222222222222485e-02 9.632135592119682455e-02
2.426666666666666902e-02 9.424681192203937519e-01
2.431111111111111320e-02 -2.675947462353476802e-01
2.435555555555555737e-02 -6.780257815644503694e-01
2.440000000000000155e-02 1.297845790651098730e+00
2.444444444444444572e-02 -2.364173817141180134e+00
2.448888888888888990e-02 2.033418170524324900e-02
2.453333333333333408e-02 -1.347925422629120407e+00
2.457777777777777825e-02 -7.615733882565589585e-01
2.462222222222222243e-02 2.011256681463136964e+00
2.466666666666666660e-02 -4.459542645585702625e-02
2.471111111111111078e-02 1.950696971513811717e-01
2.475555555555555842e-02 -1.781562855705591364e+00
2.480000000000000260e-02 -7.290446587946957102e-01
2.484444444444444677e-02 1.965574007287849145e-01
2.488888888888889095e-02 3.547576931132180866e-01
2.493333333333333512e-02 6.168865543932787743e-01
2.497777777777777930e-02 8.627898917576322380e-03
2.502222222222222348e-02 5.270042084546596728e-01
2.506666666666666765e-02 4.537819126356840149e-01
2.511111111111111183e-02 -1.829740411004531442e+00
2.515555555555555600e-02 3.700572191014953050e-02
2.520000000000000018e-02 7.679024077327036846e-01
2.524444444444444435e-02 5.898798207345194999e-01
2.528888888888888853e-02 -3.638588099707898982e-01
